Path to Video,Label
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos636_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos163_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos338_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos550_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos294_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos299_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos081_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos153_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos074_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos379_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos322_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos820_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos646_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos802_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos413_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos141_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos845_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos221_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos855_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos762_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos488_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos647_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos663_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos079_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos234_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos205_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos715_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos075_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos730_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos532_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos119_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos519_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos329_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos657_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos622_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos166_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos383_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos499_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos274_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos440_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos212_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos084_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos839_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos770_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos483_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos228_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos336_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos281_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos265_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos071_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos589_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos484_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos334_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos540_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos638_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos675_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos351_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos592_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos649_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos245_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos536_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos426_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos581_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos270_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos376_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos817_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos918_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos085_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos358_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos567_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos088_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos619_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos800_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos790_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos742_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos427_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos225_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos507_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos689_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos172_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos693_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos734_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos094_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos077_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos739_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos945_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos398_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos099_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos262_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos038_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos193_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos664_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos858_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos596_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos713_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos568_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos623_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos703_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos736_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos072_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos422_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos304_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos403_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos517_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos674_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos123_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos461_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos799_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos659_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos441_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos424_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos118_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos093_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos784_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos503_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos700_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos369_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos134_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos273_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos577_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos229_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos741_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos723_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos103_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos477_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos395_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos754_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos049_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos195_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos396_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos502_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos290_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos280_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos323_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos616_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos653_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos416_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos612_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos421_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos740_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos797_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos016_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos144_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos364_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos314_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos259_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos684_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos275_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos170_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos495_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos407_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos613_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos787_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos111_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos102_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos011_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos368_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos844_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos752_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos264_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos582_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos814_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos026_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos324_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos694_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos162_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos698_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos126_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos654_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos030_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos763_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos779_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos716_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos238_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos506_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos339_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos472_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos179_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos481_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos069_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos456_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos043_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos348_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos813_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos164_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos392_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos559_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos021_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos187_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos384_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos326_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos632_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos512_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos475_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos510_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos308_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos335_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos161_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos437_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos668_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos666_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos292_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos711_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos605_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos678_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos578_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos718_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos829_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos688_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos400_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos045_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos410_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos293_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos120_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos286_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos008_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos155_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos537_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos753_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos269_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos706_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos136_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos514_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos198_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos222_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos306_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos215_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos573_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos332_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos288_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos438_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos252_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos279_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos185_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos005_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos219_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos534_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos856_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos040_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos791_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos564_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos140_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos083_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos690_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos474_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos463_x264.mp4,Normal
d1/Anomaly-detection-Dataset/train/Normal/Normal_Videos498_x264.mp4,Normal
